Filer,View,Title,Dept/Board,File Type,Date Filed,Amended
"Kekipi, Thornton Keikialoha",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7674.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,08/01/2014,false
"Shin-Penn, Lorraine Pualani",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7662.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/31/2014,false
"Marlin, Cynthia V.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4757.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,07/31/2014,false
"Peleiholani, Julia K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7664.pdf),"Candidate, Representative",,Candidate Financial,07/31/2014,false
"Kong, Samuel Satoru",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7663.pdf),"Candidate, Representative",,Candidate Financial,07/31/2014,false
"Ruis, Randy",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7661.pdf),"Candidate, Representative",,Candidate Financial,07/31/2014,false
"Pouha, Nafetalai N.F.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7666.pdf),"Candidate, Representative",,Candidate Financial,07/31/2014,true
"Fale, Richard Lee",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4758.pdf),"Candidate, Senator",,Candidate Financial,07/31/2014,false
"Keohokalole, Jarrett K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7640.pdf),"Candidate, Representative",,Candidate Financial,07/30/2014,false
"Gates, Cedric S.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7638.pdf),"Candidate, Representative",,Candidate Financial,07/30/2014,false
"Jordan, Brian F.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7629.pdf),"Candidate, Representative",,Candidate Financial,07/29/2014,false
"Nishimoto, Scott Y.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4749.pdf),"Candidate, Representative",,Candidate Financial,07/28/2014,false
"San Buenaventura, Joy A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7641.pdf),"Candidate, Representative",,Candidate Financial,07/28/2014,false
"Tagorda, Michelle A.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4751.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,07/28/2014,false
"San Buenaventura, Joy A.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4750.pdf),"Candidate, Representative",,Candidate Financial,07/28/2014,false
"Lee, Marilyn B.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7625.pdf),"Candidate, Representative",,Candidate Financial,07/28/2014,false
"Tanabe, Van K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4748.pdf),"Candidate, Governor",,Candidate Financial,07/28/2014,false
"Lindsey, Carmen Kahulumealani",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4743.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/27/2014,false
"Ing, Mark Kaniela",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4742.pdf),"Candidate, Representative",,Candidate Financial,07/27/2014,false
"Trask, Mililani B.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7623.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/25/2014,false
"Brown, Norman Kaaipohaku J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7614.pdf),"Candidate, Senator",,Candidate Financial,07/25/2014,false
"Naipo, Blayne K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4741.pdf),"Candidate, Representative",,Candidate Financial,07/25/2014,false
"Awana, Karen L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7621.pdf),"Candidate, Representative",,Candidate Financial,07/25/2014,false
"Kobayashi, Bertrand Y.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7622.pdf),"Candidate, Representative",,Candidate Financial,07/25/2014,false
"Lowen, Nicole E.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4737.pdf),"Candidate, Representative",,Candidate Financial,07/24/2014,false
"Akaka, Kaleihikina A.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4738.pdf),"Candidate, Representative",,Candidate Financial,07/24/2014,false
"Fukumoto Chang, Beth Keiko",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7609.pdf),"Candidate, Representative",,Candidate Financial,07/24/2014,true
"Kahele, Gilbert",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4735.pdf),"Candidate, Senator",,Candidate Financial,07/24/2014,false
"Hooser, Dylan B.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4730.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"McKelvey, Angus L.K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4729.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Putnam, Lee A.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4728.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,07/23/2014,false
"Mizuno, John Musashi",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4727.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Ichiyama, Linda Eileen",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4726.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Yuen, Nathan P.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4725.pdf),"Board Member, Commissioner",Natural Area Reserves System Commission,Financial,07/23/2014,false
"Takumi, Roy M.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4733.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7600.pdf),"Candidate, Senator",,Candidate Financial,07/23/2014,false
"Thomas, Gary L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7599.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Kamaka, Joseph K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7598.pdf),"Candidate, Senator",,Candidate Financial,07/23/2014,false
"LoPresti, Matthew S.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7597.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Har, Sharon E.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7596.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Poti, LuAnn M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7595.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Cabanilla Arakawa, Rida T.R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7594.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Tsuji, Clifton K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4731.pdf),"Candidate, Representative",,Candidate Financial,07/23/2014,false
"Kahawai, Thomas I.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7578.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Choy, Isaac William",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4718.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Brock, Patric R.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4713.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Hashem, Mark Jun",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4714.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Sharsh, Eleanor Leinani",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7574.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"McDermott, Robert C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7573.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,true
"Tokioka, James K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4722.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Costales, Luella Toledo",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7588.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Yuen, Stanford B.C.",Form (http://files.hawaii.gov/ethics/disc/2014/FinLong_4720.pdf),"Board Member, Commissioner",University of Hawaii Board of Regents,Financial,07/22/2014,true
"Woodson, Justin H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7579.pdf),"Candidate, Representative",,Candidate Financial,07/22/2014,false
"Abercrombie, Neil",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7577.pdf),"Candidate, Governor",,Candidate Financial,07/22/2014,false
"Davis, Jeffrey A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7567.pdf),"Candidate, Governor",,Candidate Financial,07/21/2014,false
"Meyer, Colleen Rose",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7563.pdf),"Candidate, Senator",,Candidate Financial,07/21/2014,false
"Hanohano, Faye P.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4709.pdf),"Candidate, Representative",,Candidate Financial,07/21/2014,false
"Tsutsui, Shan S.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4711.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,07/21/2014,false
"Oshiro, Marcus R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7576.pdf),"Candidate, Representative",,Candidate Financial,07/21/2014,false
"Shiratori, Miles Fukuo",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7575.pdf),"Candidate, Lieutenant Governor",,Candidate Financial,07/21/2014,false
"Fonoimoana, Kent K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7565.pdf),"Candidate, Representative",,Candidate Financial,07/21/2014,false
"Lee, Christopher Kalani Cushman",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4705.pdf),"Candidate, Representative",,Candidate Financial,07/19/2014,false
"DeSoto-McCollough, Laura F.F.L.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4706.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/19/2014,false
"Manutai, Larie K.L.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4690.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Banda, Raymond",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7620.pdf),"Candidate, Senator",,Candidate Financial,07/18/2014,false
"Ferguson, Nicole R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7556.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Fukumoto Chang, Beth Keiko",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7555.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Lethem, Chris L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7554.pdf),"Candidate, Senator",,Candidate Financial,07/18/2014,false
"Creagan, Richard P.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4703.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Cullen, Ty J.K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4701.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Dickson, William L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7553.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Valenzuela, Kelly A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7552.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Frenzel, Allen",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4699.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Halvorsen, Susan K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4698.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Tokuda, Jill Naomi",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4696.pdf),"Candidate, Senator",,Candidate Financial,07/18/2014,false
"Pouha, Nafetalai N.F.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7551.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Takayama, Gregg T.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7550.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Belatti, Della Au",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4694.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Bateman, David A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7548.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Amsterdam, Charles K.J.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7547.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Akina, William Keli'i",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4692.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/18/2014,false
"Broman, Holly A.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4689.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Ahu Isa, Leinaala S.P.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7541.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/18/2014,false
"Golojuch, Michael John",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7540.pdf),"Candidate, Senator",,Candidate Financial,07/18/2014,false
"Magaoay, Michael Y.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7539.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Ward, Gene R.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4688.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Hoomanawanui, Jonathan K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4687.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,true
"Marshall, Eric B.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4686.pdf),"Candidate, Representative",,Candidate Financial,07/18/2014,false
"Ige, David Y.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4684.pdf),"Candidate, Governor",,Candidate Financial,07/18/2014,false
"Aquino, Henry James C.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4673.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Arakaki, Tracy A.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4676.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Fowler, Max R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7520.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Eli, Stacelynn K.M.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4678.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,true
"Eli, Stacelynn K.M.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4677.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Kaapu, Carole K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4683.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Baker, Rosalyn H.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4682.pdf),"Candidate, Senator",,Candidate Financial,07/17/2014,false
"Tagavilla, Marcia Ann R.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4681.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Solomon, A. Leimalama",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4680.pdf),"Candidate, Senator",,Candidate Financial,07/17/2014,false
"Carroll, D. Mele",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7538.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"McInerny, Harvey H.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7535.pdf),"Candidate, Office of Hawaiian Affairs Trustee",,Candidate Financial,07/17/2014,false
"Tupola, Andria P.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7534.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Riviere, Gilbert R.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7532.pdf),"Candidate, Senator",,Candidate Financial,07/17/2014,false
"Matsumoto, Lauren K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7531.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Kinney, Nathaniel K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7529.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Kawakami, Derek S.K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7528.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Brower, Thomas M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7526.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Bonk, Keiko C.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7525.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Onishi, Richard H.K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4679.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,false
"Grace, Janet M.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4672.pdf),"Candidate, Representative",,Candidate Financial,07/17/2014,true
"Kapoi, Cranston K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7515.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Agustin, Jaci A.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7523.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Perry, Johnnie-Mae L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7522.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Kapoi, Cranston K.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7521.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Lam, Ronald Y.K.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4669.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Grace, Janet M.",Form (http://files.hawaii.gov/ethics/disc/2014/CandFin_4668.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Johanson, Aaron L.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7514.pdf),"Candidate, Representative",,Candidate Financial,07/16/2014,false
"Galuteria, Brickwood M.",Form (http://files.hawaii.gov/ethics/disc/2014/Kfx10Dis-7511.pdf),"Legislator, District 12",Senate,Gift,07/16/2014,true
